batch,reward
0,16.334402561187744
1,16.11202210187912
2,16.44217073917389
3,16.874873638153076
4,16.79125279188156
5,17.25084036588669
6,17.384320497512817
7,17.74778962135315
8,17.65681654214859
9,18.23709011077881
10,18.02680194377899
11,18.527762591838837
12,18.69669407606125
13,18.805886805057526
14,18.618129193782806
15,18.97270679473877
16,18.945473432540894
17,18.7966987490654
18,19.100421667099
19,19.44478452205658
20,19.483189284801483
21,19.193902611732483
22,19.594936072826385
23,19.747667014598846
24,19.33295428752899
25,19.486017525196075
26,19.380570948123932
27,19.531400501728058
28,20.02483904361725
29,19.715113937854767
30,19.801147282123566
31,20.233914256095886
32,20.384162664413452
33,20.31070739030838
34,20.20673304796219
35,20.50301730632782
36,20.195701718330383
37,20.366071164608
38,20.451633632183075
39,20.14365792274475
40,20.38133293390274
41,20.025169849395752
42,19.93398815393448
43,20.494496822357178
44,20.46138495206833
45,19.985724985599518
46,19.743771851062775
47,20.016086101531982
48,19.5621520280838
49,20.150892436504364
50,19.883856177330017
51,20.133239030838013
52,20.174509286880493
53,20.08940726518631
54,19.899365305900574
55,20.02369314432144
56,20.232897996902466
57,20.04048526287079
58,20.2964648604393
59,19.8544904589653
60,19.875024259090424
61,20.128074288368225
62,19.902315735816956
63,20.075899362564087
64,20.044204592704773
65,20.147618651390076
66,20.004023611545563
67,19.837255775928497
68,19.61173564195633
69,19.485358893871307
70,19.104547798633575
71,19.113460183143616
72,18.740767240524292
73,19.09787207841873
74,19.23593133687973
75,19.430820643901825
76,18.995296955108643
77,18.924497067928314
78,19.327090680599213
79,19.109386205673218
80,19.10991370677948
81,19.140978157520294
82,18.654407560825348
83,18.83930116891861
84,18.8705176115036
85,18.848296999931335
86,19.1600039601326
87,18.46439689397812
88,18.876096606254578
89,18.317463994026184
90,18.376940488815308
91,18.482205271720886
92,18.38858127593994
93,18.485301733016968
94,18.355633318424225
95,18.162545561790466
96,18.095003068447113
97,18.25585514307022
98,18.303929269313812
99,18.326851725578308
